,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
11872,07/04/2020,7,4,2020,19,0,Montenegro,ME,MNE,622345.0,Europe
11873,06/04/2020,6,4,2020,13,0,Montenegro,ME,MNE,622345.0,Europe
11874,05/04/2020,5,4,2020,27,0,Montenegro,ME,MNE,622345.0,Europe
11875,04/04/2020,4,4,2020,30,0,Montenegro,ME,MNE,622345.0,Europe
11876,03/04/2020,3,4,2020,21,1,Montenegro,ME,MNE,622345.0,Europe
11877,02/04/2020,2,4,2020,14,0,Montenegro,ME,MNE,622345.0,Europe
11878,01/04/2020,1,4,2020,18,0,Montenegro,ME,MNE,622345.0,Europe
11879,31/03/2020,31,3,2020,6,0,Montenegro,ME,MNE,622345.0,Europe
11880,30/03/2020,30,3,2020,1,0,Montenegro,ME,MNE,622345.0,Europe
11881,29/03/2020,29,3,2020,9,0,Montenegro,ME,MNE,622345.0,Europe
11882,28/03/2020,28,3,2020,8,0,Montenegro,ME,MNE,622345.0,Europe
11883,27/03/2020,27,3,2020,14,1,Montenegro,ME,MNE,622345.0,Europe
11884,26/03/2020,26,3,2020,6,0,Montenegro,ME,MNE,622345.0,Europe
11885,25/03/2020,25,3,2020,20,0,Montenegro,ME,MNE,622345.0,Europe
11886,24/03/2020,24,3,2020,6,0,Montenegro,ME,MNE,622345.0,Europe
11887,23/03/2020,23,3,2020,7,0,Montenegro,ME,MNE,622345.0,Europe
11888,22/03/2020,22,3,2020,0,0,Montenegro,ME,MNE,622345.0,Europe
11889,21/03/2020,21,3,2020,1,0,Montenegro,ME,MNE,622345.0,Europe
11890,20/03/2020,20,3,2020,5,0,Montenegro,ME,MNE,622345.0,Europe
11891,19/03/2020,19,3,2020,6,0,Montenegro,ME,MNE,622345.0,Europe
11892,18/03/2020,18,3,2020,2,0,Montenegro,ME,MNE,622345.0,Europe
11893,24/05/2020,24,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11894,23/05/2020,23,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11895,22/05/2020,22,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11896,21/05/2020,21,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11897,20/05/2020,20,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11898,19/05/2020,19,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11899,18/05/2020,18,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11900,17/05/2020,17,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11901,16/05/2020,16,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11902,15/05/2020,15,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11903,14/05/2020,14,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11904,13/05/2020,13,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11905,12/05/2020,12,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11906,11/05/2020,11,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11907,10/05/2020,10,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11908,09/05/2020,9,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11909,08/05/2020,8,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11910,07/05/2020,7,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11911,06/05/2020,6,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11912,05/05/2020,5,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11913,04/05/2020,4,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11914,03/05/2020,3,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11915,02/05/2020,2,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11916,01/05/2020,1,5,2020,0,0,Montserrat,MS,MSR,5900.0,America
11917,30/04/2020,30,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11918,29/04/2020,29,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11919,28/04/2020,28,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11920,27/04/2020,27,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11921,26/04/2020,26,4,2020,0,1,Montserrat,MS,MSR,5900.0,America
11922,25/04/2020,25,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11923,24/04/2020,24,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11924,23/04/2020,23,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11925,22/04/2020,22,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11926,21/04/2020,21,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11927,20/04/2020,20,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11928,19/04/2020,19,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11929,18/04/2020,18,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11930,17/04/2020,17,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11931,16/04/2020,16,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11932,15/04/2020,15,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11933,14/04/2020,14,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11934,13/04/2020,13,4,2020,2,0,Montserrat,MS,MSR,5900.0,America
11935,12/04/2020,12,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11936,11/04/2020,11,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11937,10/04/2020,10,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11938,09/04/2020,9,4,2020,3,0,Montserrat,MS,MSR,5900.0,America
11939,08/04/2020,8,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11940,07/04/2020,7,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11941,06/04/2020,6,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11942,05/04/2020,5,4,2020,1,0,Montserrat,MS,MSR,5900.0,America
11943,04/04/2020,4,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11944,03/04/2020,3,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11945,02/04/2020,2,4,2020,0,0,Montserrat,MS,MSR,5900.0,America
11946,31/03/2020,31,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11947,30/03/2020,30,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11948,29/03/2020,29,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11949,28/03/2020,28,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11950,27/03/2020,27,3,2020,4,0,Montserrat,MS,MSR,5900.0,America
11951,26/03/2020,26,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11952,25/03/2020,25,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11953,24/03/2020,24,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11954,23/03/2020,23,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11955,22/03/2020,22,3,2020,0,0,Montserrat,MS,MSR,5900.0,America
11956,21/03/2020,21,3,2020,1,0,Montserrat,MS,MSR,5900.0,America
11957,24/05/2020,24,5,2020,74,1,Morocco,MA,MAR,36029138.0,Africa
11958,23/05/2020,23,5,2020,121,1,Morocco,MA,MAR,36029138.0,Africa
11959,22/05/2020,22,5,2020,78,2,Morocco,MA,MAR,36029138.0,Africa
11960,21/05/2020,21,5,2020,110,1,Morocco,MA,MAR,36029138.0,Africa
11961,20/05/2020,20,5,2020,71,1,Morocco,MA,MAR,36029138.0,Africa
11962,19/05/2020,19,5,2020,82,0,Morocco,MA,MAR,36029138.0,Africa
11963,18/05/2020,18,5,2020,129,0,Morocco,MA,MAR,36029138.0,Africa
11964,17/05/2020,17,5,2020,89,2,Morocco,MA,MAR,36029138.0,Africa
11965,16/05/2020,16,5,2020,45,0,Morocco,MA,MAR,36029138.0,Africa
11966,15/05/2020,15,5,2020,95,2,Morocco,MA,MAR,36029138.0,Africa
11967,14/05/2020,14,5,2020,94,0,Morocco,MA,MAR,36029138.0,Africa
11968,13/05/2020,13,5,2020,137,0,Morocco,MA,MAR,36029138.0,Africa
11969,12/05/2020,12,5,2020,218,0,Morocco,MA,MAR,36029138.0,Africa
11970,11/05/2020,11,5,2020,153,2,Morocco,MA,MAR,36029138.0,Africa
11971,10/05/2020,10,5,2020,199,0,Morocco,MA,MAR,36029138.0,Africa
11972,09/05/2020,9,5,2020,163,3,Morocco,MA,MAR,36029138.0,Africa
11973,08/05/2020,8,5,2020,140,0,Morocco,MA,MAR,36029138.0,Africa
11974,07/05/2020,7,5,2020,189,2,Morocco,MA,MAR,36029138.0,Africa
11975,06/05/2020,6,5,2020,176,2,Morocco,MA,MAR,36029138.0,Africa
11976,05/05/2020,5,5,2020,140,5,Morocco,MA,MAR,36029138.0,Africa
11977,04/05/2020,4,5,2020,174,1,Morocco,MA,MAR,36029138.0,Africa
11978,03/05/2020,3,5,2020,160,2,Morocco,MA,MAR,36029138.0,Africa
11979,02/05/2020,2,5,2020,146,1,Morocco,MA,MAR,36029138.0,Africa
11980,01/05/2020,1,5,2020,102,2,Morocco,MA,MAR,36029138.0,Africa
11981,30/04/2020,30,4,2020,69,3,Morocco,MA,MAR,36029138.0,Africa
11982,29/04/2020,29,4,2020,132,3,Morocco,MA,MAR,36029138.0,Africa
11983,28/04/2020,28,4,2020,55,1,Morocco,MA,MAR,36029138.0,Africa
11984,27/04/2020,27,4,2020,168,2,Morocco,MA,MAR,36029138.0,Africa
11985,26/04/2020,26,4,2020,139,1,Morocco,MA,MAR,36029138.0,Africa
11986,25/04/2020,25,4,2020,190,3,Morocco,MA,MAR,36029138.0,Africa
11987,24/04/2020,24,4,2020,191,6,Morocco,MA,MAR,36029138.0,Africa
11988,23/04/2020,23,4,2020,168,4,Morocco,MA,MAR,36029138.0,Africa
11989,22/04/2020,22,4,2020,163,2,Morocco,MA,MAR,36029138.0,Africa
11990,21/04/2020,21,4,2020,191,2,Morocco,MA,MAR,36029138.0,Africa
11991,20/04/2020,20,4,2020,170,4,Morocco,MA,MAR,36029138.0,Africa
11992,19/04/2020,19,4,2020,121,2,Morocco,MA,MAR,36029138.0,Africa
11993,18/04/2020,18,4,2020,281,5,Morocco,MA,MAR,36029138.0,Africa
11994,17/04/2020,17,4,2020,259,3,Morocco,MA,MAR,36029138.0,Africa
11995,16/04/2020,16,4,2020,136,1,Morocco,MA,MAR,36029138.0,Africa
11996,15/04/2020,15,4,2020,125,0,Morocco,MA,MAR,36029138.0,Africa
11997,14/04/2020,14,4,2020,102,8,Morocco,MA,MAR,36029138.0,Africa
11998,13/04/2020,13,4,2020,116,7,Morocco,MA,MAR,36029138.0,Africa
11999,12/04/2020,12,4,2020,97,4,Morocco,MA,MAR,36029138.0,Africa
12000,11/04/2020,11,4,2020,74,10,Morocco,MA,MAR,36029138.0,Africa
12001,10/04/2020,10,4,2020,99,4,Morocco,MA,MAR,36029138.0,Africa
12002,09/04/2020,9,4,2020,91,3,Morocco,MA,MAR,36029138.0,Africa
12003,08/04/2020,8,4,2020,64,10,Morocco,MA,MAR,36029138.0,Africa
12004,07/04/2020,7,4,2020,99,10,Morocco,MA,MAR,36029138.0,Africa
12005,06/04/2020,6,4,2020,102,11,Morocco,MA,MAR,36029138.0,Africa
12006,05/04/2020,5,4,2020,211,15,Morocco,MA,MAR,36029138.0,Africa
12007,04/04/2020,4,4,2020,0,0,Morocco,MA,MAR,36029138.0,Africa
12008,03/04/2020,3,4,2020,54,5,Morocco,MA,MAR,36029138.0,Africa
12009,02/04/2020,2,4,2020,37,3,Morocco,MA,MAR,36029138.0,Africa
12010,01/04/2020,1,4,2020,61,3,Morocco,MA,MAR,36029138.0,Africa
12011,31/03/2020,31,3,2020,77,7,Morocco,MA,MAR,36029138.0,Africa
12012,30/03/2020,30,3,2020,121,3,Morocco,MA,MAR,36029138.0,Africa
12013,29/03/2020,29,3,2020,13,0,Morocco,MA,MAR,36029138.0,Africa
12014,28/03/2020,28,3,2020,70,13,Morocco,MA,MAR,36029138.0,Africa
12015,27/03/2020,27,3,2020,50,4,Morocco,MA,MAR,36029138.0,Africa
12016,26/03/2020,26,3,2020,55,1,Morocco,MA,MAR,36029138.0,Africa
12017,25/03/2020,25,3,2020,36,1,Morocco,MA,MAR,36029138.0,Africa
12018,24/03/2020,24,3,2020,19,0,Morocco,MA,MAR,36029138.0,Africa
12019,23/03/2020,23,3,2020,19,1,Morocco,MA,MAR,36029138.0,Africa
12020,22/03/2020,22,3,2020,10,0,Morocco,MA,MAR,36029138.0,Africa
12021,21/03/2020,21,3,2020,23,1,Morocco,MA,MAR,36029138.0,Africa
12022,20/03/2020,20,3,2020,9,0,Morocco,MA,MAR,36029138.0,Africa
12023,19/03/2020,19,3,2020,10,0,Morocco,MA,MAR,36029138.0,Africa
12024,18/03/2020,18,3,2020,7,1,Morocco,MA,MAR,36029138.0,Africa
12025,17/03/2020,17,3,2020,9,0,Morocco,MA,MAR,36029138.0,Africa
12026,16/03/2020,16,3,2020,10,0,Morocco,MA,MAR,36029138.0,Africa
12027,15/03/2020,15,3,2020,11,0,Morocco,MA,MAR,36029138.0,Africa
12028,14/03/2020,14,3,2020,1,0,Morocco,MA,MAR,36029138.0,Africa
12029,13/03/2020,13,3,2020,1,0,Morocco,MA,MAR,36029138.0,Africa
12030,12/03/2020,12,3,2020,3,1,Morocco,MA,MAR,36029138.0,Africa
12031,06/03/2020,6,3,2020,1,0,Morocco,MA,MAR,36029138.0,Africa
12032,03/03/2020,3,3,2020,1,0,Morocco,MA,MAR,36029138.0,Africa
12033,24/05/2020,24,5,2020,4,0,Mozambique,MZ,MOZ,29495962.0,Africa
12034,23/05/2020,23,5,2020,2,0,Mozambique,MZ,MOZ,29495962.0,Africa
12035,22/05/2020,22,5,2020,6,0,Mozambique,MZ,MOZ,29495962.0,Africa
12036,21/05/2020,21,5,2020,10,0,Mozambique,MZ,MOZ,29495962.0,Africa
12037,20/05/2020,20,5,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12038,19/05/2020,19,5,2020,8,0,Mozambique,MZ,MOZ,29495962.0,Africa
12039,18/05/2020,18,5,2020,8,0,Mozambique,MZ,MOZ,29495962.0,Africa
12040,17/05/2020,17,5,2020,10,0,Mozambique,MZ,MOZ,29495962.0,Africa
12041,16/05/2020,16,5,2020,4,0,Mozambique,MZ,MOZ,29495962.0,Africa
12042,15/05/2020,15,5,2020,8,0,Mozambique,MZ,MOZ,29495962.0,Africa
12043,14/05/2020,14,5,2020,3,0,Mozambique,MZ,MOZ,29495962.0,Africa
12044,13/05/2020,13,5,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12045,12/05/2020,12,5,2020,12,0,Mozambique,MZ,MOZ,29495962.0,Africa
12046,11/05/2020,11,5,2020,4,0,Mozambique,MZ,MOZ,29495962.0,Africa
12047,10/05/2020,10,5,2020,5,0,Mozambique,MZ,MOZ,29495962.0,Africa
12048,09/05/2020,9,5,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12049,08/05/2020,8,5,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12050,07/05/2020,7,5,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12051,06/05/2020,6,5,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12052,05/05/2020,5,5,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12053,04/05/2020,4,5,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12054,03/05/2020,3,5,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12055,02/05/2020,2,5,2020,3,0,Mozambique,MZ,MOZ,29495962.0,Africa
12056,01/05/2020,1,5,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12057,30/04/2020,30,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12058,29/04/2020,29,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12059,28/04/2020,28,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12060,27/04/2020,27,4,2020,6,0,Mozambique,MZ,MOZ,29495962.0,Africa
12061,26/04/2020,26,4,2020,5,0,Mozambique,MZ,MOZ,29495962.0,Africa
12062,25/04/2020,25,4,2020,19,0,Mozambique,MZ,MOZ,29495962.0,Africa
12063,24/04/2020,24,4,2020,5,0,Mozambique,MZ,MOZ,29495962.0,Africa
12064,23/04/2020,23,4,2020,2,0,Mozambique,MZ,MOZ,29495962.0,Africa
12065,22/04/2020,22,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12066,21/04/2020,21,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12067,20/04/2020,20,4,2020,4,0,Mozambique,MZ,MOZ,29495962.0,Africa
12068,19/04/2020,19,4,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12069,18/04/2020,18,4,2020,3,0,Mozambique,MZ,MOZ,29495962.0,Africa
12070,17/04/2020,17,4,2020,2,0,Mozambique,MZ,MOZ,29495962.0,Africa
12071,16/04/2020,16,4,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12072,15/04/2020,15,4,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12073,14/04/2020,14,4,2020,6,0,Mozambique,MZ,MOZ,29495962.0,Africa
12074,13/04/2020,13,4,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12075,12/04/2020,12,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12076,11/04/2020,11,4,2020,3,0,Mozambique,MZ,MOZ,29495962.0,Africa
12077,10/04/2020,10,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12078,09/04/2020,9,4,2020,7,0,Mozambique,MZ,MOZ,29495962.0,Africa
12079,08/04/2020,8,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12080,07/04/2020,7,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12081,06/04/2020,6,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12082,05/04/2020,5,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12083,04/04/2020,4,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12084,03/04/2020,3,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12085,02/04/2020,2,4,2020,2,0,Mozambique,MZ,MOZ,29495962.0,Africa
12086,01/04/2020,1,4,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12087,31/03/2020,31,3,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12088,30/03/2020,30,3,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12089,29/03/2020,29,3,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12090,28/03/2020,28,3,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12091,27/03/2020,27,3,2020,2,0,Mozambique,MZ,MOZ,29495962.0,Africa
12092,26/03/2020,26,3,2020,4,0,Mozambique,MZ,MOZ,29495962.0,Africa
12093,25/03/2020,25,3,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12094,24/03/2020,24,3,2020,0,0,Mozambique,MZ,MOZ,29495962.0,Africa
12095,23/03/2020,23,3,2020,1,0,Mozambique,MZ,MOZ,29495962.0,Africa
12096,24/05/2020,24,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12097,23/05/2020,23,5,2020,2,0,Myanmar,MM,MMR,53708395.0,Asia
12098,22/05/2020,22,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12099,21/05/2020,21,5,2020,6,0,Myanmar,MM,MMR,53708395.0,Asia
12100,20/05/2020,20,5,2020,2,0,Myanmar,MM,MMR,53708395.0,Asia
12101,19/05/2020,19,5,2020,4,0,Myanmar,MM,MMR,53708395.0,Asia
12102,18/05/2020,18,5,2020,5,0,Myanmar,MM,MMR,53708395.0,Asia
12103,17/05/2020,17,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12104,16/05/2020,16,5,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12105,15/05/2020,15,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12106,14/05/2020,14,5,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12107,13/05/2020,13,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12108,12/05/2020,12,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12109,11/05/2020,11,5,2020,2,0,Myanmar,MM,MMR,53708395.0,Asia
12110,10/05/2020,10,5,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12111,09/05/2020,9,5,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12112,08/05/2020,8,5,2020,14,0,Myanmar,MM,MMR,53708395.0,Asia
12113,07/05/2020,7,5,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12114,06/05/2020,6,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12115,05/05/2020,5,5,2020,6,0,Myanmar,MM,MMR,53708395.0,Asia
12116,04/05/2020,4,5,2020,4,0,Myanmar,MM,MMR,53708395.0,Asia
12117,03/05/2020,3,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12118,02/05/2020,2,5,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12119,01/05/2020,1,5,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12120,30/04/2020,30,4,2020,0,1,Myanmar,MM,MMR,53708395.0,Asia
12121,29/04/2020,29,4,2020,4,0,Myanmar,MM,MMR,53708395.0,Asia
12122,28/04/2020,28,4,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12123,27/04/2020,27,4,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12124,26/04/2020,26,4,2020,2,0,Myanmar,MM,MMR,53708395.0,Asia
12125,25/04/2020,25,4,2020,12,0,Myanmar,MM,MMR,53708395.0,Asia
12126,24/04/2020,24,4,2020,5,0,Myanmar,MM,MMR,53708395.0,Asia
12127,23/04/2020,23,4,2020,6,0,Myanmar,MM,MMR,53708395.0,Asia
12128,22/04/2020,22,4,2020,2,0,Myanmar,MM,MMR,53708395.0,Asia
12129,21/04/2020,21,4,2020,8,0,Myanmar,MM,MMR,53708395.0,Asia
12130,20/04/2020,20,4,2020,4,0,Myanmar,MM,MMR,53708395.0,Asia
12131,19/04/2020,19,4,2020,13,0,Myanmar,MM,MMR,53708395.0,Asia
12132,18/04/2020,18,4,2020,9,1,Myanmar,MM,MMR,53708395.0,Asia
12133,17/04/2020,17,4,2020,11,0,Myanmar,MM,MMR,53708395.0,Asia
12134,16/04/2020,16,4,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12135,15/04/2020,15,4,2020,12,0,Myanmar,MM,MMR,53708395.0,Asia
12136,14/04/2020,14,4,2020,21,0,Myanmar,MM,MMR,53708395.0,Asia
12137,13/04/2020,13,4,2020,10,1,Myanmar,MM,MMR,53708395.0,Asia
12138,12/04/2020,12,4,2020,3,0,Myanmar,MM,MMR,53708395.0,Asia
12139,11/04/2020,11,4,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12140,10/04/2020,10,4,2020,5,0,Myanmar,MM,MMR,53708395.0,Asia
12141,09/04/2020,9,4,2020,0,2,Myanmar,MM,MMR,53708395.0,Asia
12142,08/04/2020,8,4,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12143,07/04/2020,7,4,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12144,06/04/2020,6,4,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12145,05/04/2020,5,4,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12146,04/04/2020,4,4,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12147,03/04/2020,3,4,2020,4,0,Myanmar,MM,MMR,53708395.0,Asia
12148,02/04/2020,2,4,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12149,01/04/2020,1,4,2020,1,1,Myanmar,MM,MMR,53708395.0,Asia
12150,31/03/2020,31,3,2020,6,0,Myanmar,MM,MMR,53708395.0,Asia
12151,30/03/2020,30,3,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12152,29/03/2020,29,3,2020,3,0,Myanmar,MM,MMR,53708395.0,Asia
12153,28/03/2020,28,3,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12154,27/03/2020,27,3,2020,2,0,Myanmar,MM,MMR,53708395.0,Asia
12155,26/03/2020,26,3,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12156,25/03/2020,25,3,2020,1,0,Myanmar,MM,MMR,53708395.0,Asia
12157,24/03/2020,24,3,2020,2,0,Myanmar,MM,MMR,53708395.0,Asia
12158,17/03/2020,17,3,2020,0,0,Myanmar,MM,MMR,53708395.0,Asia
12159,24/05/2020,24,5,2020,1,0,Namibia,,NAM,2448255.0,Africa
12160,23/05/2020,23,5,2020,1,0,Namibia,,NAM,2448255.0,Africa
12161,22/05/2020,22,5,2020,2,0,Namibia,,NAM,2448255.0,Africa
12162,21/05/2020,21,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12163,20/05/2020,20,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12164,19/05/2020,19,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12165,18/05/2020,18,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12166,17/05/2020,17,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12167,16/05/2020,16,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12168,15/05/2020,15,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12169,14/05/2020,14,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12170,13/05/2020,13,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12171,12/05/2020,12,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12172,11/05/2020,11,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12173,10/05/2020,10,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12174,09/05/2020,9,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12175,08/05/2020,8,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12176,07/05/2020,7,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12177,06/05/2020,6,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12178,05/05/2020,5,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12179,04/05/2020,4,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12180,03/05/2020,3,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12181,02/05/2020,2,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12182,01/05/2020,1,5,2020,0,0,Namibia,,NAM,2448255.0,Africa
12183,30/04/2020,30,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12184,29/04/2020,29,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12185,28/04/2020,28,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12186,27/04/2020,27,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12187,26/04/2020,26,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12188,25/04/2020,25,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12189,24/04/2020,24,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12190,23/04/2020,23,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12191,22/04/2020,22,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12192,21/04/2020,21,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12193,20/04/2020,20,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
12194,19/04/2020,19,4,2020,0,0,Namibia,,NAM,2448255.0,Africa
