,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
5171,08/01/2020,8,1,2020,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5172,07/01/2020,7,1,2020,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5173,06/01/2020,6,1,2020,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5174,05/01/2020,5,1,2020,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5175,04/01/2020,4,1,2020,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5176,03/01/2020,3,1,2020,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5177,02/01/2020,2,1,2020,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5178,01/01/2020,1,1,2020,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5179,31/12/2019,31,12,2019,0,0,Dominican_Republic,DO,DOM,10627165.0,America
5180,24/05/2020,24,5,2020,430,40,Ecuador,EC,ECU,17084357.0,America
5181,23/05/2020,23,5,2020,522,117,Ecuador,EC,ECU,17084357.0,America
5182,22/05/2020,22,5,2020,452,51,Ecuador,EC,ECU,17084357.0,America
5183,21/05/2020,21,5,2020,703,49,Ecuador,EC,ECU,17084357.0,America
5184,20/05/2020,20,5,2020,569,40,Ecuador,EC,ECU,17084357.0,America
5185,19/05/2020,19,5,2020,400,63,Ecuador,EC,ECU,17084357.0,America
5186,18/05/2020,18,5,2020,419,48,Ecuador,EC,ECU,17084357.0,America
5187,17/05/2020,17,5,2020,1296,94,Ecuador,EC,ECU,17084357.0,America
5188,16/05/2020,16,5,2020,965,256,Ecuador,EC,ECU,17084357.0,America
5189,15/05/2020,15,5,2020,16,4,Ecuador,EC,ECU,17084357.0,America
5190,14/05/2020,14,5,2020,67,7,Ecuador,EC,ECU,17084357.0,America
5191,13/05/2020,13,5,2020,910,182,Ecuador,EC,ECU,17084357.0,America
5192,12/05/2020,12,5,2020,-50,18,Ecuador,EC,ECU,17084357.0,America
5193,11/05/2020,11,5,2020,488,410,Ecuador,EC,ECU,17084357.0,America
5194,10/05/2020,10,5,2020,253,13,Ecuador,EC,ECU,17084357.0,America
5195,09/05/2020,9,5,2020,-1480,50,Ecuador,EC,ECU,17084357.0,America
5196,08/05/2020,8,5,2020,878,36,Ecuador,EC,ECU,17084357.0,America
5197,07/05/2020,7,5,2020,-2461,49,Ecuador,EC,ECU,17084357.0,America
5198,06/05/2020,6,5,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5199,05/05/2020,5,5,2020,2343,5,Ecuador,EC,ECU,17084357.0,America
5200,04/05/2020,4,5,2020,2074,193,Ecuador,EC,ECU,17084357.0,America
5201,03/05/2020,3,5,2020,1128,308,Ecuador,EC,ECU,17084357.0,America
5202,02/05/2020,2,5,2020,1402,163,Ecuador,EC,ECU,17084357.0,America
5203,01/05/2020,1,5,2020,259,17,Ecuador,EC,ECU,17084357.0,America
5204,30/04/2020,30,4,2020,417,12,Ecuador,EC,ECU,17084357.0,America
5205,29/04/2020,29,4,2020,1018,208,Ecuador,EC,ECU,17084357.0,America
5206,28/04/2020,28,4,2020,521,87,Ecuador,EC,ECU,17084357.0,America
5207,27/04/2020,27,4,2020,11536,0,Ecuador,EC,ECU,17084357.0,America
5208,26/04/2020,26,4,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5209,25/04/2020,25,4,2020,0,16,Ecuador,EC,ECU,17084357.0,America
5210,24/04/2020,24,4,2020,333,23,Ecuador,EC,ECU,17084357.0,America
5211,23/04/2020,23,4,2020,452,17,Ecuador,EC,ECU,17084357.0,America
5212,22/04/2020,22,4,2020,270,13,Ecuador,EC,ECU,17084357.0,America
5213,21/04/2020,21,4,2020,660,33,Ecuador,EC,ECU,17084357.0,America
5214,20/04/2020,20,4,2020,446,18,Ecuador,EC,ECU,17084357.0,America
5215,19/04/2020,19,4,2020,572,35,Ecuador,EC,ECU,17084357.0,America
5216,18/04/2020,18,4,2020,225,18,Ecuador,EC,ECU,17084357.0,America
5217,17/04/2020,17,4,2020,367,15,Ecuador,EC,ECU,17084357.0,America
5218,16/04/2020,16,4,2020,255,33,Ecuador,EC,ECU,17084357.0,America
5219,15/04/2020,15,4,2020,74,0,Ecuador,EC,ECU,17084357.0,America
5220,14/04/2020,14,4,2020,63,22,Ecuador,EC,ECU,17084357.0,America
5221,13/04/2020,13,4,2020,209,18,Ecuador,EC,ECU,17084357.0,America
5222,12/04/2020,12,4,2020,96,18,Ecuador,EC,ECU,17084357.0,America
5223,11/04/2020,11,4,2020,2196,25,Ecuador,EC,ECU,17084357.0,America
5224,10/04/2020,10,4,2020,515,30,Ecuador,EC,ECU,17084357.0,America
5225,09/04/2020,9,4,2020,455,22,Ecuador,EC,ECU,17084357.0,America
5226,08/04/2020,8,4,2020,248,29,Ecuador,EC,ECU,17084357.0,America
5227,07/04/2020,7,4,2020,101,11,Ecuador,EC,ECU,17084357.0,America
5228,06/04/2020,6,4,2020,181,8,Ecuador,EC,ECU,17084357.0,America
5229,05/04/2020,5,4,2020,97,27,Ecuador,EC,ECU,17084357.0,America
5230,04/04/2020,4,4,2020,205,25,Ecuador,EC,ECU,17084357.0,America
5231,03/04/2020,3,4,2020,405,0,Ecuador,EC,ECU,17084357.0,America
5232,02/04/2020,2,4,2020,456,41,Ecuador,EC,ECU,17084357.0,America
5233,01/04/2020,1,4,2020,336,17,Ecuador,EC,ECU,17084357.0,America
5234,31/03/2020,31,3,2020,76,4,Ecuador,EC,ECU,17084357.0,America
5235,30/03/2020,30,3,2020,55,10,Ecuador,EC,ECU,17084357.0,America
5236,29/03/2020,29,3,2020,208,7,Ecuador,EC,ECU,17084357.0,America
5237,28/03/2020,28,3,2020,224,7,Ecuador,EC,ECU,17084357.0,America
5238,27/03/2020,27,3,2020,192,5,Ecuador,EC,ECU,17084357.0,America
5239,26/03/2020,26,3,2020,129,2,Ecuador,EC,ECU,17084357.0,America
5240,25/03/2020,25,3,2020,101,9,Ecuador,EC,ECU,17084357.0,America
5241,24/03/2020,24,3,2020,192,4,Ecuador,EC,ECU,17084357.0,America
5242,23/03/2020,23,3,2020,257,7,Ecuador,EC,ECU,17084357.0,America
5243,22/03/2020,22,3,2020,106,0,Ecuador,EC,ECU,17084357.0,America
5244,21/03/2020,21,3,2020,227,4,Ecuador,EC,ECU,17084357.0,America
5245,20/03/2020,20,3,2020,31,0,Ecuador,EC,ECU,17084357.0,America
5246,19/03/2020,19,3,2020,57,1,Ecuador,EC,ECU,17084357.0,America
5247,18/03/2020,18,3,2020,53,0,Ecuador,EC,ECU,17084357.0,America
5248,17/03/2020,17,3,2020,21,0,Ecuador,EC,ECU,17084357.0,America
5249,16/03/2020,16,3,2020,9,0,Ecuador,EC,ECU,17084357.0,America
5250,15/03/2020,15,3,2020,5,1,Ecuador,EC,ECU,17084357.0,America
5251,14/03/2020,14,3,2020,6,1,Ecuador,EC,ECU,17084357.0,America
5252,11/03/2020,11,3,2020,2,0,Ecuador,EC,ECU,17084357.0,America
5253,10/03/2020,10,3,2020,1,0,Ecuador,EC,ECU,17084357.0,America
5254,09/03/2020,9,3,2020,1,0,Ecuador,EC,ECU,17084357.0,America
5255,06/03/2020,6,3,2020,3,0,Ecuador,EC,ECU,17084357.0,America
5256,05/03/2020,5,3,2020,3,0,Ecuador,EC,ECU,17084357.0,America
5257,03/03/2020,3,3,2020,1,0,Ecuador,EC,ECU,17084357.0,America
5258,02/03/2020,2,3,2020,5,0,Ecuador,EC,ECU,17084357.0,America
5259,01/03/2020,1,3,2020,1,0,Ecuador,EC,ECU,17084357.0,America
5260,29/02/2020,29,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5261,28/02/2020,28,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5262,27/02/2020,27,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5263,26/02/2020,26,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5264,25/02/2020,25,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5265,24/02/2020,24,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5266,23/02/2020,23,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5267,22/02/2020,22,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5268,21/02/2020,21,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5269,20/02/2020,20,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5270,19/02/2020,19,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5271,18/02/2020,18,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5272,17/02/2020,17,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5273,16/02/2020,16,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5274,15/02/2020,15,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5275,14/02/2020,14,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5276,13/02/2020,13,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5277,12/02/2020,12,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5278,11/02/2020,11,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5279,10/02/2020,10,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5280,09/02/2020,9,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5281,08/02/2020,8,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5282,07/02/2020,7,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5283,06/02/2020,6,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5284,05/02/2020,5,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5285,04/02/2020,4,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5286,03/02/2020,3,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5287,02/02/2020,2,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5288,01/02/2020,1,2,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5289,31/01/2020,31,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5290,30/01/2020,30,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5291,29/01/2020,29,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5292,28/01/2020,28,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5293,27/01/2020,27,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5294,26/01/2020,26,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5295,25/01/2020,25,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5296,24/01/2020,24,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5297,23/01/2020,23,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5298,22/01/2020,22,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5299,21/01/2020,21,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5300,20/01/2020,20,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5301,19/01/2020,19,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5302,18/01/2020,18,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5303,17/01/2020,17,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5304,16/01/2020,16,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5305,15/01/2020,15,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5306,14/01/2020,14,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5307,13/01/2020,13,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5308,12/01/2020,12,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5309,11/01/2020,11,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5310,10/01/2020,10,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5311,09/01/2020,9,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5312,08/01/2020,8,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5313,07/01/2020,7,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5314,06/01/2020,6,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5315,05/01/2020,5,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5316,04/01/2020,4,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5317,03/01/2020,3,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5318,02/01/2020,2,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5319,01/01/2020,1,1,2020,0,0,Ecuador,EC,ECU,17084357.0,America
5320,31/12/2019,31,12,2019,0,0,Ecuador,EC,ECU,17084357.0,America
5321,24/05/2020,24,5,2020,827,28,Egypt,EG,EGY,98423595.0,Africa
5322,23/05/2020,23,5,2020,783,11,Egypt,EG,EGY,98423595.0,Africa
5323,22/05/2020,22,5,2020,774,16,Egypt,EG,EGY,98423595.0,Africa
5324,21/05/2020,21,5,2020,745,21,Egypt,EG,EGY,98423595.0,Africa
5325,20/05/2020,20,5,2020,720,14,Egypt,EG,EGY,98423595.0,Africa
5326,19/05/2020,19,5,2020,535,15,Egypt,EG,EGY,98423595.0,Africa
5327,18/05/2020,18,5,2020,510,18,Egypt,EG,EGY,98423595.0,Africa
5328,17/05/2020,17,5,2020,491,20,Egypt,EG,EGY,98423595.0,Africa
5329,16/05/2020,16,5,2020,399,21,Egypt,EG,EGY,98423595.0,Africa
5330,15/05/2020,15,5,2020,398,15,Egypt,EG,EGY,98423595.0,Africa
5331,14/05/2020,14,5,2020,338,12,Egypt,EG,EGY,98423595.0,Africa
5332,13/05/2020,13,5,2020,347,11,Egypt,EG,EGY,98423595.0,Africa
5333,12/05/2020,12,5,2020,346,8,Egypt,EG,EGY,98423595.0,Africa
5334,11/05/2020,11,5,2020,436,11,Egypt,EG,EGY,98423595.0,Africa
5335,10/05/2020,10,5,2020,488,11,Egypt,EG,EGY,98423595.0,Africa
5336,09/05/2020,9,5,2020,495,21,Egypt,EG,EGY,98423595.0,Africa
5337,08/05/2020,8,5,2020,393,13,Egypt,EG,EGY,98423595.0,Africa
5338,07/05/2020,7,5,2020,387,17,Egypt,EG,EGY,98423595.0,Africa
5339,06/05/2020,6,5,2020,388,16,Egypt,EG,EGY,98423595.0,Africa
5340,05/05/2020,5,5,2020,348,7,Egypt,EG,EGY,98423595.0,Africa
5341,04/05/2020,4,5,2020,272,14,Egypt,EG,EGY,98423595.0,Africa
5342,03/05/2020,3,5,2020,298,9,Egypt,EG,EGY,98423595.0,Africa
5343,02/05/2020,2,5,2020,358,14,Egypt,EG,EGY,98423595.0,Africa
5344,01/05/2020,1,5,2020,269,12,Egypt,EG,EGY,98423595.0,Africa
5345,30/04/2020,30,4,2020,226,21,Egypt,EG,EGY,98423595.0,Africa
5346,29/04/2020,29,4,2020,260,22,Egypt,EG,EGY,98423595.0,Africa
5347,28/04/2020,28,4,2020,463,30,Egypt,EG,EGY,98423595.0,Africa
5348,27/04/2020,27,4,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5349,26/04/2020,26,4,2020,227,13,Egypt,EG,EGY,98423595.0,Africa
5350,25/04/2020,25,4,2020,433,18,Egypt,EG,EGY,98423595.0,Africa
5351,24/04/2020,24,4,2020,169,12,Egypt,EG,EGY,98423595.0,Africa
5352,23/04/2020,23,4,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5353,22/04/2020,22,4,2020,157,14,Egypt,EG,EGY,98423595.0,Africa
5354,21/04/2020,21,4,2020,189,11,Egypt,EG,EGY,98423595.0,Africa
5355,20/04/2020,20,4,2020,112,15,Egypt,EG,EGY,98423595.0,Africa
5356,19/04/2020,19,4,2020,188,19,Egypt,EG,EGY,98423595.0,Africa
5357,18/04/2020,18,4,2020,171,9,Egypt,EG,EGY,98423595.0,Africa
5358,17/04/2020,17,4,2020,168,13,Egypt,EG,EGY,98423595.0,Africa
5359,16/04/2020,16,4,2020,155,5,Egypt,EG,EGY,98423595.0,Africa
5360,15/04/2020,15,4,2020,160,14,Egypt,EG,EGY,98423595.0,Africa
5361,14/04/2020,14,4,2020,125,5,Egypt,EG,EGY,98423595.0,Africa
5362,13/04/2020,13,4,2020,126,13,Egypt,EG,EGY,98423595.0,Africa
5363,12/04/2020,12,4,2020,145,11,Egypt,EG,EGY,98423595.0,Africa
5364,11/04/2020,11,4,2020,95,17,Egypt,EG,EGY,98423595.0,Africa
5365,10/04/2020,10,4,2020,139,15,Egypt,EG,EGY,98423595.0,Africa
5366,09/04/2020,9,4,2020,238,18,Egypt,EG,EGY,98423595.0,Africa
5367,08/04/2020,8,4,2020,249,7,Egypt,EG,EGY,98423595.0,Africa
5368,07/04/2020,7,4,2020,3,7,Egypt,EG,EGY,98423595.0,Africa
5369,06/04/2020,6,4,2020,85,5,Egypt,EG,EGY,98423595.0,Africa
5370,05/04/2020,5,4,2020,206,14,Egypt,EG,EGY,98423595.0,Africa
5371,04/04/2020,4,4,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5372,03/04/2020,3,4,2020,69,6,Egypt,EG,EGY,98423595.0,Africa
5373,02/04/2020,2,4,2020,54,5,Egypt,EG,EGY,98423595.0,Africa
5374,01/04/2020,1,4,2020,47,1,Egypt,EG,EGY,98423595.0,Africa
5375,31/03/2020,31,3,2020,33,4,Egypt,EG,EGY,98423595.0,Africa
5376,30/03/2020,30,3,2020,40,6,Egypt,EG,EGY,98423595.0,Africa
5377,29/03/2020,29,3,2020,41,6,Egypt,EG,EGY,98423595.0,Africa
5378,28/03/2020,28,3,2020,39,3,Egypt,EG,EGY,98423595.0,Africa
5379,27/03/2020,27,3,2020,14,0,Egypt,EG,EGY,98423595.0,Africa
5380,26/03/2020,26,3,2020,76,2,Egypt,EG,EGY,98423595.0,Africa
5381,25/03/2020,25,3,2020,39,5,Egypt,EG,EGY,98423595.0,Africa
5382,24/03/2020,24,3,2020,33,4,Egypt,EG,EGY,98423595.0,Africa
5383,23/03/2020,23,3,2020,9,2,Egypt,EG,EGY,98423595.0,Africa
5384,22/03/2020,22,3,2020,29,1,Egypt,EG,EGY,98423595.0,Africa
5385,21/03/2020,21,3,2020,46,1,Egypt,EG,EGY,98423595.0,Africa
5386,20/03/2020,20,3,2020,14,0,Egypt,EG,EGY,98423595.0,Africa
5387,19/03/2020,19,3,2020,30,2,Egypt,EG,EGY,98423595.0,Africa
5388,18/03/2020,18,3,2020,40,2,Egypt,EG,EGY,98423595.0,Africa
5389,17/03/2020,17,3,2020,16,0,Egypt,EG,EGY,98423595.0,Africa
5390,16/03/2020,16,3,2020,17,0,Egypt,EG,EGY,98423595.0,Africa
5391,15/03/2020,15,3,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5392,14/03/2020,14,3,2020,13,0,Egypt,EG,EGY,98423595.0,Africa
5393,13/03/2020,13,3,2020,20,1,Egypt,EG,EGY,98423595.0,Africa
5394,12/03/2020,12,3,2020,1,0,Egypt,EG,EGY,98423595.0,Africa
5395,11/03/2020,11,3,2020,4,0,Egypt,EG,EGY,98423595.0,Africa
5396,10/03/2020,10,3,2020,6,0,Egypt,EG,EGY,98423595.0,Africa
5397,09/03/2020,9,3,2020,34,1,Egypt,EG,EGY,98423595.0,Africa
5398,07/03/2020,7,3,2020,12,0,Egypt,EG,EGY,98423595.0,Africa
5399,06/03/2020,6,3,2020,1,0,Egypt,EG,EGY,98423595.0,Africa
5400,02/03/2020,2,3,2020,1,0,Egypt,EG,EGY,98423595.0,Africa
5401,01/03/2020,1,3,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5402,29/02/2020,29,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5403,28/02/2020,28,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5404,27/02/2020,27,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5405,26/02/2020,26,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5406,25/02/2020,25,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5407,24/02/2020,24,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5408,23/02/2020,23,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5409,22/02/2020,22,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5410,21/02/2020,21,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5411,20/02/2020,20,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5412,19/02/2020,19,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5413,18/02/2020,18,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5414,17/02/2020,17,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5415,16/02/2020,16,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5416,15/02/2020,15,2,2020,1,0,Egypt,EG,EGY,98423595.0,Africa
5417,14/02/2020,14,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5418,13/02/2020,13,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5419,12/02/2020,12,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5420,11/02/2020,11,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5421,10/02/2020,10,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5422,09/02/2020,9,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5423,08/02/2020,8,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5424,07/02/2020,7,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5425,06/02/2020,6,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5426,05/02/2020,5,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5427,04/02/2020,4,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5428,03/02/2020,3,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5429,02/02/2020,2,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5430,01/02/2020,1,2,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5431,31/01/2020,31,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5432,30/01/2020,30,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5433,29/01/2020,29,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5434,28/01/2020,28,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5435,27/01/2020,27,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5436,26/01/2020,26,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5437,25/01/2020,25,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5438,24/01/2020,24,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5439,23/01/2020,23,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5440,22/01/2020,22,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5441,21/01/2020,21,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5442,20/01/2020,20,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5443,19/01/2020,19,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5444,18/01/2020,18,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5445,17/01/2020,17,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5446,16/01/2020,16,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5447,15/01/2020,15,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5448,14/01/2020,14,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5449,13/01/2020,13,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5450,12/01/2020,12,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5451,11/01/2020,11,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5452,10/01/2020,10,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5453,09/01/2020,9,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5454,08/01/2020,8,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5455,07/01/2020,7,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5456,06/01/2020,6,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5457,05/01/2020,5,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5458,04/01/2020,4,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5459,03/01/2020,3,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5460,02/01/2020,2,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5461,01/01/2020,1,1,2020,0,0,Egypt,EG,EGY,98423595.0,Africa
5462,31/12/2019,31,12,2019,0,0,Egypt,EG,EGY,98423595.0,Africa
5463,24/05/2020,24,5,2020,94,2,El_Salvador,SV,SLV,6420744.0,America
5464,23/05/2020,23,5,2020,85,0,El_Salvador,SV,SLV,6420744.0,America
5465,22/05/2020,22,5,2020,69,1,El_Salvador,SV,SLV,6420744.0,America
5466,21/05/2020,21,5,2020,73,1,El_Salvador,SV,SLV,6420744.0,America
5467,20/05/2020,20,5,2020,85,1,El_Salvador,SV,SLV,6420744.0,America
5468,19/05/2020,19,5,2020,75,0,El_Salvador,SV,SLV,6420744.0,America
5469,18/05/2020,18,5,2020,73,4,El_Salvador,SV,SLV,6420744.0,America
5470,17/05/2020,17,5,2020,0,1,El_Salvador,SV,SLV,6420744.0,America
5471,16/05/2020,16,5,2020,55,2,El_Salvador,SV,SLV,6420744.0,America
5472,15/05/2020,15,5,2020,98,3,El_Salvador,SV,SLV,6420744.0,America
5473,14/05/2020,14,5,2020,75,0,El_Salvador,SV,SLV,6420744.0,America
5474,13/05/2020,13,5,2020,39,2,El_Salvador,SV,SLV,6420744.0,America
5475,12/05/2020,12,5,2020,40,1,El_Salvador,SV,SLV,6420744.0,America
5476,11/05/2020,11,5,2020,69,0,El_Salvador,SV,SLV,6420744.0,America
5477,10/05/2020,10,5,2020,105,1,El_Salvador,SV,SLV,6420744.0,America
5478,09/05/2020,9,5,2020,89,1,El_Salvador,SV,SLV,6420744.0,America
5479,08/05/2020,8,5,2020,0,0,El_Salvador,SV,SLV,6420744.0,America
5480,07/05/2020,7,5,2020,108,1,El_Salvador,SV,SLV,6420744.0,America
5481,06/05/2020,6,5,2020,0,1,El_Salvador,SV,SLV,6420744.0,America
5482,05/05/2020,5,5,2020,32,1,El_Salvador,SV,SLV,6420744.0,America
5483,04/05/2020,4,5,2020,109,1,El_Salvador,SV,SLV,6420744.0,America
5484,03/05/2020,3,5,2020,0,1,El_Salvador,SV,SLV,6420744.0,America
5485,02/05/2020,2,5,2020,22,0,El_Salvador,SV,SLV,6420744.0,America
5486,01/05/2020,1,5,2020,47,1,El_Salvador,SV,SLV,6420744.0,America
5487,30/04/2020,30,4,2020,32,0,El_Salvador,SV,SLV,6420744.0,America
5488,29/04/2020,29,4,2020,22,1,El_Salvador,SV,SLV,6420744.0,America
5489,28/04/2020,28,4,2020,25,0,El_Salvador,SV,SLV,6420744.0,America
5490,27/04/2020,27,4,2020,0,0,El_Salvador,SV,SLV,6420744.0,America
5491,26/04/2020,26,4,2020,37,0,El_Salvador,SV,SLV,6420744.0,America
5492,25/04/2020,25,4,2020,11,0,El_Salvador,SV,SLV,6420744.0,America
5493,24/04/2020,24,4,2020,13,0,El_Salvador,SV,SLV,6420744.0,America
5494,23/04/2020,23,4,2020,12,1,El_Salvador,SV,SLV,6420744.0,America
5495,22/04/2020,22,4,2020,7,0,El_Salvador,SV,SLV,6420744.0,America
5496,21/04/2020,21,4,2020,17,0,El_Salvador,SV,SLV,6420744.0,America
